alltime,country,id,pollyear,position,artist,track,releaseyear
False,UK,912,1997.0,4.0,The Verve,Bitter Sweet Symphony,1997
False,Australia,913,1997.0,5.0,Pauline Pantsdown,Backdoor Man,1997
False,USA,914,1997.0,6.0,Blink-182,Dammit (Growing Up),1997
False,UK,915,1997.0,7.0,Radiohead,Paranoid Android,1997
False,USA,916,1997.0,8.0,Marilyn Manson,The Beautiful People,1997
False,UK,917,1997.0,9.0,Radiohead,Karma Police,1997
False,Australia,918,1997.0,10.0,Jebediah,Leaving Home,1997
False,USA,919,1997.0,12.0,Ben Folds Five,One Angry Dwarf And 200 Solemn Faces,1997
False,Australia,920,1997.0,13.0,Silverchair,Freak,1997
False,Australia,921,1997.0,14.0,The Superjesus,Down Again,1997
False,Australia,922,1997.0,15.0,The Living End,Prisoner Of Society,1997
False,Australia,923,1997.0,17.0,Cordrazine,Crazy,1997
False,Australia,924,1997.0,18.0,Nick Cave & The Bad Seeds,Into My Arms,1997
False,Australia,925,1997.0,19.0,Regurgitator,Every Day Formula,1997
False,USA,926,1997.0,20.0,Cake,I Will Survive,1997
False,USA,927,1997.0,21.0,Foo Fighters,Monkey Wrench,1997
False,Australia,928,1997.0,23.0,Spiderbait,Calypso,1997
False,USA,929,1997.0,24.0,Korn,A.D.I.D.A.S.,1997
False,USA,930,1997.0,26.0,Nine Inch Nails,The Perfect Drug,1997
False,Australia,931,1997.0,27.0,Silverchair,The Door,1997
False,USA,932,1997.0,28.0,Dana Lyons,Cows With Guns,1997
False,USA,933,1997.0,29.0,Third Eye Blind,Semi-Charmed Life,1997
False,USA,934,1997.0,30.0,Tool,Forty-Six & 2,1997
False,USA,935,1997.0,31.0,Faith No More,Ashes To Ashes,1997
False,Australia,936,1997.0,32.0,Pendulum {Melbourne},Coma,1997
False,Australia,937,1997.0,33.0,Jebediah,Military Strongmen,1997
False,Australia,938,1997.0,34.0,Grinspoon,Dcx3,1997
False,UK,939,1997.0,35.0,The Sundays,Summertime,1997
False,USA,940,1997.0,36.0,Ween,Mutilated Lips,1997
False,USA,941,1997.0,38.0,Metallica,The Memory Remains,1997
False,Australia,942,1997.0,39.0,Something for Kate,Captain (Million Miles),1997
False,USA,943,1997.0,41.0,Beck,Deadweight,1997
False,UK,944,1997.0,42.0,Cornershop,Brimful of Asha,1997
False,Canada,945,1997.0,44.0,The Tea Party,Temptation,1997
False,UK,946,1997.0,45.0,The Cure,Wrong Number,1997
False,USA,947,1997.0,46.0,The Bloodhound Gang,Fire Water Burn,1997
False,Australia,948,1997.0,48.0,Custard,Anatomically Correct,1997
False,Australia,949,1997.0,49.0,The Living End,From Here On In,1997
False,UK,950,1997.0,50.0,Arkarna,Eat Me,1997
False,USA,951,1997.0,51.0,Everclear,So Much For The Afterglow,1997
False,USA,952,1997.0,52.0,Garbage,#1 Crush,1997
False,Australia,953,1997.0,53.0,The Whitlams,You Sound Like Louis Burdett,1997
False,USA,954,1997.0,54.0,Everclear,Everything To Everyone,1997
False,USA,955,1997.0,55.0,Red Hot Chili Peppers,Love Rollercoaster,1997
False,UK,956,1997.0,56.0,The Prodigy,Funky Shit,1997
False,UK,957,1997.0,57.0,My Drug Hell,Girl At The Bus Stop,1997
False,Australia,958,1997.0,58.0,Diana Ah Naid,I Go Off,1997
False,UK,959,1997.0,59.0,White Town,Your Woman,1997
False,USA,960,1997.0,60.0,They Might Be Giants,New York City,1997
False,USA,961,1997.0,62.0,The Smashing Pumpkins,The End Is the Beginning Is the End,1997
False,Australia,962,1997.0,63.0,Grinspoon,Repeat,1997
False,USA,963,1997.0,64.0,Faith No More,Stripsearch,1997
False,USA,964,1997.0,65.0,The Lemonheads,Outdoor Type,1997
False,Australia,965,1997.0,66.0,Powderfinger,JC,1997
False,USA,966,1997.0,67.0,The Offspring,I Choose,1997
False,UK,967,1997.0,68.0,Jamiroquai,Cosmic Girl,1997
False,USA,968,1997.0,69.0,Ween,Waving My Dick In The Wind,1997
False,UK,969,1997.0,70.0,Reef,Place Your Hands,1997
False,Australia,970,1997.0,71.0,Robyn Loau,Sick With Love,1997
False,Australia,971,1997.0,72.0,Front End Loader,Pulse,1997
False,USA,972,1997.0,74.0,Rage Against the Machine,The Ghost of Tom Joad,1997
False,UK,973,1997.0,75.0,Space,Female of the Species,1997
False,USA,974,1997.0,76.0,Imani Coppola,Legend Of A Cowgirl,1997
False,Sweden,975,1997.0,77.0,The Cardigans,Lovefool,1997
False,Australia,976,1997.0,78.0,The Mark of Cain,Degenerate Boy,1997
False,UK,977,1997.0,79.0,Portishead,All Mine,1997
False,USA,978,1997.0,80.0,Ben Harper,Faded,1997
False,Australia,979,1997.0,81.0,Kylie Minogue,Did It Again,1997
False,USA,980,1997.0,82.0,Primus,Shake Hands with Beef,1997
False,Australia,981,1997.0,83.0,Lard,I Wanna Be A Drug-Sniffing Dog,1997
False,UK,982,1997.0,85.0,Brainbug,Nightmare,1997
False,UK,983,1997.0,87.0,Sneaker Pimps,6 Underground,1997
False,Australia,984,1997.0,88.0,Beaverloop,Nothing,1997
False,USA,985,1997.0,89.0,Dandy Warhols,Last Junkie on Earth,1997
False,USA,986,1997.0,90.0,Pennywise,Society,1997
False,UK,987,1997.0,91.0,Blue Boy,Remember Me,1997
False,Australia,988,1997.0,92.0,Sidewinder,Titanic Days,1997
False,Australia,989,1997.0,93.0,Skunkhour,Weightlessness,1997
False,USA,990,1997.0,96.0,Local H,Bound for the Floor,1997
False,USA,991,1997.0,97.0,Arkarna,Futures Overrated,1997
False,France,992,1997.0,98.0,Daft Punk,Da Funk,1997
False,USA,993,1997.0,99.0,Luscious Jackson,Naked Eye,1997
False,Australia,994,1997.0,100.0,Effigy,I Give In,1997
False,Australia,995,2001.0,1.0,Alex Lloyd,Amazing,2001
False,Australia,996,2001.0,2.0,Something for Kate,Monsters,2001
False,USA,997,2001.0,3.0,System of a Down,Chop Suey!,2001
False,Australia,998,2001.0,5.0,John Butler Trio,Betterman,2001
False,USA,999,2001.0,6.0,Alien Ant Farm,Smooth Criminal,2001
False,USA,1000,2001.0,7.0,Weezer,Island In The Sun,2001
False,Australia,1001,2001.0,8.0,The Avalanches,Since I Left You,2001
False,UK,1002,2001.0,9.0,Gorillaz,Clint Eastwood,2001
False,USA,1003,2001.0,10.0,Cake,Short Skirt/Long Jacket,2001
False,USA,1004,2001.0,11.0,Garbage,Cherry Lips (Go Baby Go!),2001
False,USA,1005,2001.0,12.0,The Strokes,Last Nite,2001
False,Australia,1006,2001.0,13.0,Something for Kate,Three Dimensions,2001
False,USA,1007,2001.0,14.0,Tool,Schism,2001
False,UK,1008,2001.0,15.0,Gorillaz,19-2000,2001
False,Australia,1009,2001.0,16.0,28 Days/Apollo 440,Say What?,2001
False,USA,1010,2001.0,18.0,Rage Against the Machine,Renegades of Funk,2001
False,Australia,1011,2001.0,19.0,George,Special Ones,2001
False,USA,1012,2001.0,20.0,Weezer,Hash Pipe,2001
False,UK,1013,2001.0,21.0,Fatboy Slim,Weapon of Choice,2001
False,Australia,1014,2001.0,24.0,Gerling,Dust Me Selecta,2001
False,Australia,1015,2001.0,25.0,Eskimo Joe,Wake Up,2001
False,UK,1016,2001.0,26.0,Jamiroquai,Little L,2001
False,Australia,1017,2001.0,27.0,Regurgitator,Fat Cop,2001
False,Australia,1018,2001.0,28.0,Jebediah,Fall Down,2001
False,Australia,1019,2001.0,29.0,John Butler Trio,Take,2001
False,Australia,1020,2001.0,30.0,Machine Gun Fellatio,The Girl Of My Dreams (Is Giving Me Nightmares),2001
False,Australia,1021,2001.0,31.0,Eskimo Joe,Planet Earth,2001
False,UK,1022,2001.0,32.0,Placebo,Special K,2001
False,UK,1023,2001.0,33.0,James,Getting Away With It (All Messed Up),2001
False,Australia,1024,2001.0,34.0,Eskimo Joe,Who Sold Her Out,2001
False,UK,1025,2001.0,35.0,Dido,Thank You,2001
False,UK,1026,2001.0,36.0,Radiohead,Pyramid Song,2001
False,Australia,1027,2001.0,37.0,Something for Kate,Twenty Years,2001
False,UK,1028,2001.0,38.0,New Order,Crystal,2001
False,Australia,1029,2001.0,39.0,The Cruel Sea,Cocaine,2001
False,Ireland,1030,2001.0,40.0,U2,Elevation {Tomb Raider Remix},2001
False,Australia,1031,2001.0,41.0,Regurgitator,Superstraight,2001
False,USA,1032,2001.0,43.0,The Eels,Souljacker,2001
False,USA,1033,2001.0,44.0,Garbage,Androgyny,2001
False,USA,1034,2001.0,45.0,Tori Amos,Strange Little Girl,2001
False,USA,1035,2001.0,46.0,The Smashing Pumpkins,Untitled,2001
False,Australia,1036,2001.0,47.0,Augie March,There Is No Such Place,2001
False,USA,1037,2001.0,49.0,Tool,Parabola,2001
False,Australia,1038,2001.0,50.0,Paul Mac,Just The Thing,2001
False,Australia,1039,2001.0,51.0,Nick Cave & The Bad Seeds,Fifteen Feet Of Pure White Snow,2001
False,Australia,1040,2001.0,53.0,Motor Ace,Hey Driver,2001
False,USA,1041,2001.0,54.0,Blink-182,The Rock Show,2001
False,USA,1042,2001.0,55.0,Linkin Park,One Step Closer,2001
False,Australia,1043,2001.0,56.0,You Am I,Kick A Hole In The Sky,2001
False,Australia,1044,2001.0,57.0,You Am I,Get Up,2001
False,USA,1045,2001.0,58.0,Jimmy Eat World,Bleed American,2001
False,USA,1046,2001.0,59.0,The Strokes,Hard To Explain,2001
False,USA,1047,2001.0,60.0,At the Drive-In,Pattern Against User,2001
False,France,1048,2001.0,61.0,Daft Punk,One More Time,2001
False,UK,1049,2001.0,62.0,Jamiroquai,You Give Me Something,2001
False,Australia,1050,2001.0,63.0,Alex Lloyd,Downtown,2001
False,USA,1051,2001.0,64.0,The White Stripes,Hotel Yorba,2001
False,Ireland,1052,2001.0,65.0,Ash,Burn Baby Burn,2001
False,USA,1053,2001.0,66.0,The Strokes,New York City Cops,2001
False,USA,1054,2001.0,67.0,Ben Folds,Not The Same,2001
False,Australia,1055,2001.0,68.0,Blueline Medic,Making The Nouveau Riche,2001
False,USA,1056,2001.0,69.0,Unwritten Law,Up All Night,2001
False,Germany,1057,2001.0,70.0,Rammstein,Links 2-3-4,2001
False,Australia,1058,2001.0,71.0,Spiderbait,Outta My Head,2001
False,Australia,1059,2001.0,72.0,The Living End,Roll On,2001
False,UK,1060,2001.0,73.0,Muse,Plug In Baby,2001
False,UK,1061,2001.0,74.0,Radiohead,Knives Out,2001
False,UK,1062,2001.0,75.0,Groove Armada,My Friend,2001
False,Australia,1063,2001.0,76.0,The Avalanches,Radio,2001
False,Australia,1064,2001.0,77.0,Big Heavy Stuff,Hibernate,2001
False,Australia,1065,2001.0,78.0,Cruel Sea,A Simple Goodbye,2001
False,USA,1066,2001.0,79.0,R.E.M.,Imitation of Life,2001
False,UK,1067,2001.0,80.0,Muse,Bliss,2001
False,USA,1068,2001.0,81.0,Crazy Town,Butterfly,2001
False,UK,1069,2001.0,83.0,Ash,Shining Light,2001
False,France,1070,2001.0,84.0,Supermen Lovers,Starlight,2001
False,USA,1071,2001.0,85.0,At the Drive-In,Invalid Litter Dept.,2001
False,Australia,1072,2001.0,86.0,Rhubarb,Light On Your Shoulder,2001
False,USA,1073,2001.0,87.0,Michael Franti and Spearhead,Rock The Nation,2001
False,Australia,1074,2001.0,88.0,Spiderbait,Four On The Floor,2001
False,UK,1075,2001.0,89.0,Muse,New Born,2001
False,UK,1076,2001.0,90.0,New Order,60 Miles an Hour,2001
False,Canada,1077,2001.0,91.0,Sum 41,Fat Lip,2001
False,Australia,1078,2001.0,92.0,George,Run,2001
False,USA,1079,2001.0,93.0,Butthole Surfers,The Shame of Life,2001
False,UK,1080,2001.0,94.0,Depeche Mode,I Feel Loved,2001
False,USA,1081,2001.0,95.0,Good Charlotte,Little Things,2001
False,USA,1082,2001.0,96.0,Pennywise,Fuck Authority,2001
False,Australia,1083,2001.0,97.0,Superheist,Step Back,2001
False,UK,1084,2001.0,98.0,Faithless,We Come 1,2001
False,UK,1085,2001.0,99.0,The Chemical Brothers,It Began in Afrika,2001
False,Australia,1086,2001.0,100.0,Endorphin,Sex And Violence,2001
False,UK,1087,2007.0,1.0,Muse,Knights of Cydonia,2007
False,Australia,1088,2007.0,2.0,Silverchair,Straight Lines,2007
False,USA,1089,2007.0,3.0,Kings of Leon,On Call,2007
False,Australia,1090,2007.0,4.0,The John Butler Trio,Better Than,2007
False,Australia,1091,2007.0,5.0,Faker,This Heart Attack,2007
False,USA,1092,2007.0,6.0,Foo Fighters,The Pretender,2007
False,France,1093,2007.0,7.0,Daft Punk,"Harder, Better, Faster, Stronger {Alive 2007}",2007
False,USA,1094,2007.0,8.0,Cold War Kids,Hang Me Up to Dry,2007
False,Australia,1095,2007.0,11.0,Bluejuice,Vitriol,2007
False,UK,1096,2007.0,13.0,Kaiser Chiefs,Ruby,2007
False,Australia,1097,2007.0,14.0,Muscles,Ice Cream,2007
False,Australia,1098,2007.0,15.0,Powderfinger,Lost and Running,2007
False,Australia,1099,2007.0,16.0,Gyroscope,Snakeskin,2007
False,UK,1100,2007.0,17.0,M.I.A,Paper Planes,2007
False,Australia,1101,2007.0,18.0,The Presets,My People,2007
False,Australia,1102,2007.0,19.0,Architecture in Helsinki,Heart It Races,2007
False,USA,1103,2007.0,20.0,Kanye West,Stronger,2007
False,UK,1104,2007.0,21.0,The Chemical Brothers,The Salmon Dance,2007
False,Australia,1105,2007.0,22.0,The John Butler Trio,Used To Get High,2007
False,USA,1106,2007.0,23.0,The White Stripes,Icky Thump,2007
False,UK,1107,2007.0,24.0,Bloc Party,Hunting For Witches,2007
False,Australia,1108,2007.0,25.0,Urthboy,We Get Around,2007
False,Australia,1109,2007.0,26.0,Hilltop Hoods,Recapturing The Vibe (Restrung),2007
False,Australia,1110,2007.0,27.0,Operator Please,Just a Song About Ping Pong,2007
False,USA,1111,2007.0,28.0,Silversun Pickups,Lazy Eye,2007
False,USA,1112,2007.0,29.0,Regina Spektor,Real Love {Like A Version},2007
False,Australia,1113,2007.0,30.0,Silverchair,If You Keep Losing Sleep,2007
False,Australia,1114,2007.0,31.0,Angus and Julia Stone,Wasted,2007
False,USA,1115,2007.0,33.0,Kings of Leon,Fans,2007
False,Canada,1116,2007.0,34.0,Feist,1234,2007
False,France,1117,2007.0,35.0,Justice,D.A.N.C.E.,2007
False,Australia,1118,2007.0,36.0,Architecture in Helsinki,Hold Music,2007
False,USA,1119,2007.0,37.0,Cold War Kids,Hospital Beds,2007
False,Australia,1120,2007.0,38.0,The Beautiful Girls,I Thought About You,2007
False,Australia,1121,2007.0,39.0,Cut Copy,Hearts on Fire,2007
False,UK,1122,2007.0,40.0,Bloc Party,I Still Remember,2007
False,USA,1123,2007.0,41.0,Modest Mouse,Dashboard,2007
False,Canada,1124,2007.0,42.0,Tegan and Sara,Back In Your Head,2007
False,USA,1125,2007.0,43.0,Lupe Fiasco,Superstar,2007
False,USA,1126,2007.0,44.0,My Chemical Romance,Teenagers,2007
False,Australia,1127,2007.0,45.0,Angus and Julia Stone,The Beast,2007
False,Australia,1128,2007.0,46.0,British India,Tie Up My Hands,2007
False,Australia,1129,2007.0,47.0,Cog,What If,2007
False,UK,1130,2007.0,48.0,Bloc Party,Flux,2007
False,UK,1131,2007.0,49.0,Arctic Monkeys,Fluorescent Adolescent,2007
False,Australia,1132,2007.0,50.0,The Cat Empire,So Many Nights,2007
False,Australia,1133,2007.0,51.0,Missy Higgins,Peachy,2007
False,Australia,1134,2007.0,52.0,Kisschasy,Spray on Pants,2007
False,Australia,1135,2007.0,53.0,Missy Higgins,Steer,2007
False,UK,1136,2007.0,54.0,Klaxons,Golden Skans,2007
False,Australia,1137,2007.0,55.0,The John Butler Trio,Good Excuse,2007
False,Australia,1138,2007.0,56.0,Xavier Rudd,Better People,2007
False,Australia,1139,2007.0,57.0,Midnight Juggernauts,Into the Galaxy,2007
False,UK,1140,2007.0,58.0,Muse,Invincible,2007
False,UK,1141,2007.0,59.0,The Fratellis,Chelsea Dagger,2007
False,USA,1142,2007.0,60.0,Kings of Leon,Charmer,2007
False,Australia,1143,2007.0,61.0,Birds of Tokyo,Wayside,2007
False,Australia,1144,2007.0,62.0,The Cat Empire,No Longer There,2007
False,Australia,1145,2007.0,63.0,Karnivool,The Only Way {Gotye cover},2007
False,USA,1146,2007.0,64.0,The Shins,Australia,2007
False,UK,1147,2007.0,65.0,Editors,Smokers Outside the Hospital Doors,2007
False,UK,1148,2007.0,67.0,Amy Winehouse,Rehab {Jay-Z Remix},2007
False,USA,1149,2007.0,68.0,Ben Kweller,Penny on the Train Track,2007
False,Germany,1150,2007.0,69.0,Digitalism,Pogo,2007
False,Canada,1151,2007.0,70.0,Tegan and Sara,The Con,2007
False,Australia,1152,2007.0,71.0,The Butterfly Effect,Reach,2007
False,Sweden,1153,2007.0,72.0,Jose Gonzalez,Down the Line,2007
False,Australia,1154,2007.0,73.0,Grinspoon,Black Tattoo,2007
False,Australia,1155,2007.0,74.0,British India,Run the Red Light,2007
False,UK,1156,2007.0,75.0,Kasabian,Shoot the Runner,2007
False,Australia,1157,2007.0,76.0,Muscles,Sweaty,2007
False,Australia,1158,2007.0,77.0,Operator Please,Get What You Want,2007
False,UK,1159,2007.0,78.0,Arctic Monkeys,Brianstorm,2007
False,Australia,1160,2007.0,79.0,Josh Pyke,Lines On Palms,2007
False,Australia,1161,2007.0,80.0,Silverchair,Reflections of a Sound,2007
False,Canada,1162,2007.0,81.0,Arcade Fire,No Cars Go,2007
False,USA,1163,2007.0,82.0,Foo Fighters,Long Road to Ruin,2007
False,Australia,1164,2007.0,83.0,Wolfmother,Pleased to Meet You,2007
False,UK,1165,2007.0,84.0,The Chemical Brothers,Do It Again,2007
False,USA,1166,2007.0,85.0,Yeah Yeah Yeahs,Down Boy,2007
False,Australia,1167,2007.0,86.0,Midnight Juggernauts,Tombstone,2007
False,Australia,1168,2007.0,87.0,Jackson Jackson,Eliza,2007
False,Australia,1169,2007.0,88.0,The Cops,The Message,2007
False,USA,1170,2007.0,89.0,Queens of the Stone Age,"Sick, Sick, Sick",2007
False,Australia,1171,2007.0,90.0,Clare Bowditch and the Feeding Set,When the Lights Went Down,2007
False,Australia,1172,2007.0,91.0,Josh Pyke,Sew My Name,2007
False,Australia,1173,2007.0,92.0,The Waifs,Sun Dirt Water,2007
False,Australia,1174,2007.0,93.0,The Bumblebeez,Dr. Love,2007
False,UK,1175,2007.0,94.0,Radiohead,Jigsaw Falling Into Place,2007
False,USA,1176,2007.0,95.0,Regina Spektor,Samson,2007
False,Australia,1177,2007.0,96.0,Ben Lee,Love Me Like the World Is Ending,2007
False,Australia,1178,2007.0,97.0,Josh Pyke,Forever Song,2007
False,USA,1179,2007.0,98.0,Interpol,The Heinrich Maneuver,2007
False,Sweden,1180,2007.0,99.0,The Hives,Tick Tick Boom,2007
False,Australia,1181,2007.0,100.0,Pnau,Wild Strawberries,2007
False,USA,1182,2008.0,1.0,Kings of Leon,Sex on Fire,2008
False,USA,1183,2008.0,2.0,MGMT,Electric Feel,2008
False,USA,1184,2008.0,3.0,Kings of Leon,Use Somebody,2008
False,Australia,1185,2008.0,4.0,Empire of the Sun,Walking on a Dream,2008
False,USA,1186,2008.0,5.0,MGMT,Kids,2008
False,Australia,1187,2008.0,6.0,The Presets,Talk Like That,2008
False,Australia,1188,2008.0,7.0,Pez,The Festival Song {ft. 360 & Hailey Cramer},2008
False,Australia,1189,2008.0,10.0,Drapht,Jimmy Recard,2008
False,New Zealand,1190,2008.0,11.0,Ladyhawke,My Delirium,2008
False,Australia,1191,2008.0,12.0,Pnau,Embrace {ft. Ladyhawke},2008
False,Australia,1192,2008.0,13.0,The Herd,The King Is Dead,2008
False,USA,1193,2008.0,14.0,The Rapture,No Sex for Ben,2008
False,Australia,1194,2008.0,15.0,Cut Copy,Lights & Music,2008
False,UK,1195,2008.0,17.0,Dizzee Rascal,Dance Wiv Me {ft. Calvin Harris & Chrome},2008
False,USA,1196,2008.0,18.0,MGMT,Time to Pretend,2008
False,New Zealand,1197,2008.0,19.0,Flight of the Conchords,Business Time,2008
False,Australia,1198,2008.0,20.0,Birds of Tokyo,Broken Bones,2008
False,USA,1199,2008.0,21.0,Bon Iver,Skinny Love,2008
False,Australia,1200,2008.0,22.0,Birds of Tokyo,Silhouettic,2008
False,Australia,1201,2008.0,23.0,The Living End,White Noise,2008
False,USA,1202,2008.0,24.0,Kings of Leon,Closer,2008
False,UK,1203,2008.0,25.0,Kaiser Chiefs,Never Miss a Beat,2008
False,New Zealand,1204,2008.0,26.0,Ladyhawke,Paris Is Burning,2008
False,Australia,1205,2008.0,27.0,Josh Pyke,The Lighthouse Song,2008
False,Australia,1206,2008.0,28.0,Architecture in Helsinki,That Beep,2008
False,Australia,1207,2008.0,29.0,Josh Pyke,Make You Happy,2008
False,USA,1208,2008.0,30.0,Vampire Weekend,Oxford Comma,2008
False,Australia,1209,2008.0,31.0,Cog,Bird of Feather,2008
False,USA,1210,2008.0,32.0,Vampire Weekend,A-Punk,2008
False,UK,1211,2008.0,33.0,The Kooks,Always Where I Need to Be,2008
False,Australia,1212,2008.0,34.0,The Grates,Burn Bridges,2008
False,Australia,1213,2008.0,35.0,Nick Cave & The Bad Seeds,"Dig, Lazarus, Dig!!!",2008
False,USA,1214,2008.0,36.0,Death Cab For Cutie,I Will Possess Your Heart,2008
False,USA,1215,2008.0,38.0,Cold War Kids,Something Is Not Right With Me,2008
False,Australia,1216,2008.0,40.0,Bliss n Eso,Eye of the Storm,2008
False,France,1217,2008.0,41.0,Soko,I Will Never Love You More,2008
False,Iceland,1218,2008.0,42.0,Emiliana Torrini,Jungle Drum,2008
False,UK,1219,2008.0,43.0,Laura Marling,Ghosts,2008
False,Australia,1220,2008.0,44.0,Art vs Science,Flippers,2008
False,Australia,1221,2008.0,45.0,Muscles,Ice Cream {Triple J live acoustic version},2008
False,UK,1222,2008.0,46.0,Lily Allen,The Fear,2008
False,Australia,1223,2008.0,47.0,Little Red,Coca Cola,2008
False,Australia,1224,2008.0,48.0,Something With Numbers,Stay With Me Bright Eyes,2008
False,UK,1225,2008.0,49.0,Mystery Jets,Young Love,2008
False,Australia,1226,2008.0,50.0,Ash Grunwald,Breakout,2008
False,Australia,1227,2008.0,51.0,Birds of Tokyo,Wild Eyed Boy,2008
False,USA,1228,2008.0,52.0,The Killers,Human,2008
False,Australia,1229,2008.0,53.0,The Butterfly Effect,Window and the Watcher,2008
False,Australia,1230,2008.0,54.0,Pnau,Baby,2008
False,USA,1231,2008.0,55.0,Ween,Your Party,2008
False,Australia,1232,2008.0,56.0,The Presets,Yippiyo-Ay,2008
False,USA,1233,2008.0,57.0,Santogold,L.E.S. Artistes,2008
False,USA,1234,2008.0,58.0,Vampire Weekend,Cape Cod Kwassa Kwassa,2008
False,Australia,1235,2008.0,59.0,The Getaway Plan,Where the City Meets the Sea,2008
False,New Zealand,1236,2008.0,60.0,Flight of the Conchords,Most Beautiful Girl in the Room,2008
False,Australia,1237,2008.0,61.0,Bliss n Eso,The Sea is Rising,2008
False,Australia,1238,2008.0,62.0,Faker,Sleepwalking,2008
False,Australia,1239,2008.0,63.0,The Herd,2020,2008
False,UK,1240,2008.0,64.0,"Does It Offend You, Yeah?",Dawn of the Dead,2008
False,USA,1241,2008.0,65.0,Fleet Foxes,White Winter Hymnal,2008
False,Australia,1242,2008.0,66.0,Children Collide,Farewell Rocketship,2008
False,New Zealand,1243,2008.0,67.0,Flight of the Conchords,Hiphopopotamus vs. Rhymenoceros,2008
False,Australia,1244,2008.0,68.0,Empire of the Sun,We Are the People,2008
False,UK,1245,2008.0,69.0,Hot Chip,Ready for the Floor,2008
False,USA,1246,2008.0,70.0,Kings of Leon,Crawl,2008
False,USA,1247,2008.0,73.0,The Killers,Spaceman,2008
False,Australia,1248,2008.0,75.0,Tame Impala,Half Full Glass of Wine,2008
False,Australia,1249,2008.0,76.0,Yves Klein Blue,Polka,2008
False,Australia,1250,2008.0,77.0,Drapht,Falling,2008
False,UK,1251,2008.0,78.0,The Ting Tings,Shut Up and Let Me Go,2008
False,Australia,1252,2008.0,79.0,Sparkadia,Jealousy,2008
False,Australia,1253,2008.0,80.0,The Grates,Aw Yeah,2008
False,USA,1254,2008.0,81.0,Weezer,Pork and Beans,2008
False,UK,1255,2008.0,82.0,Franz Ferdinand,Ulysses,2008
False,Australia,1256,2008.0,83.0,The Grates,Carve Your Name,2008
False,USA,1257,2008.0,84.0,Rise Against,Re-Education (Through Labor),2008
False,Australia,1258,2008.0,85.0,Gyroscope,1981,2008
False,Australia,1259,2008.0,86.0,Muph & Plutonic,Beautiful Ugly,2008
False,USA,1260,2008.0,87.0,Jack White and Alicia Keys,Another Way to Die,2008
False,USA,1261,2008.0,88.0,Metallica,The Day That Never Comes,2008
False,USA,1262,2008.0,89.0,Kanye West,Love Lockdown,2008
False,UK,1263,2008.0,90.0,Lily Allen,Fuck You,2008
False,Australia,1264,2008.0,91.0,Lisa Mitchell,Neopolitan Dreams,2008
False,Australia,1265,2008.0,92.0,Pendulum,Propane Nightmares,2008
False,Iceland,1266,2008.0,93.0,Sigur Ros,Gobbledigook,2008
False,Australia,1267,2008.0,94.0,Bliss n Eso,Woodstock 2008,2008
False,UK,1268,2008.0,95.0,Wiley,Wearing My Rolex,2008
False,UK,1269,2008.0,96.0,Dizzee Rascal,Flex {Dave Spoon Reflex},2008
False,Australia,1270,2008.0,97.0,Cog,Are You Interested?,2008
False,USA,1271,2008.0,98.0,Lyrics Born,"I Like It, I Love It",2008
False,Australia,1272,2006.0,1.0,Augie March,One Crowded Hour,2006
False,Australia,1273,2006.0,2.0,Eskimo Joe,"Black Fingernails, Red Wine",2006
False,Australia,1274,2006.0,3.0,Hilltop Hoods,The Hard Road,2006
False,USA,1275,2006.0,4.0,The Killers,When You Were Young,2006
False,USA,1276,2006.0,6.0,Gnarls Barkley,Crazy,2006
False,UK,1277,2006.0,7.0,Snow Patrol,Chasing Cars,2006
False,Australia,1278,2006.0,8.0,Gotye,Hearts a Mess,2006
False,UK,1279,2006.0,9.0,Muse,Starlight,2006
False,Australia,1280,2006.0,10.0,The Grates,19-20-20,2006
False,Australia,1281,2006.0,11.0,Little Birdy,"Come On, Come On",2006
False,Australia,1282,2006.0,12.0,The John Butler Trio,Funky Tonight,2006
False,USA,1283,2006.0,13.0,My Chemical Romance,Welcome to the Black Parade,2006
False,USA,1284,2006.0,14.0,OK Go,Here It Goes Again,2006
False,UK,1285,2006.0,15.0,Lily Allen,Smile,2006
False,Sweden,1286,2006.0,16.0,Peter Bjorn and John,Young Folks,2006
False,Australia,1287,2006.0,17.0,The Grates,Science is Golden,2006
False,UK,1288,2006.0,18.0,Muse,Supermassive Black Hole,2006
False,USA,1289,2006.0,19.0,Lupe Fiasco,"Kick, Push",2006
False,USA,1290,2006.0,20.0,Regina Spektor,Fidelity,2006
False,Australia,1291,2006.0,21.0,Youth Group,Forever Young,2006
False,USA,1292,2006.0,22.0,Tool,Vicarious,2006
False,Australia,1293,2006.0,23.0,Hilltop Hoods,Clown Prince,2006
False,USA,1294,2006.0,24.0,Yeah Yeah Yeahs,Gold Lion,2006
False,UK,1295,2006.0,25.0,Placebo,Meds,2006
False,France,1296,2006.0,26.0,Camille,Ta Douleur,2006
False,USA,1297,2006.0,27.0,The Strokes,You Only Live Once,2006
False,USA,1298,2006.0,28.0,The Saboteurs,"Steady, As She Goes",2006
False,USA,1299,2006.0,29.0,Tool,The Pot,2006
False,UK,1300,2006.0,30.0,Arctic Monkeys,When the Sun Goes Down,2006
False,USA,1301,2006.0,31.0,The Killers,Bones,2006
False,Australia,1302,2006.0,32.0,The Butterfly Effect,Gone,2006
False,Australia,1303,2006.0,33.0,The Cops,Call Me Anytime,2006
